prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,128,128,37.11
0,0,128,256,63.4027
0,0,128,512,123.488
0,0,128,768,177.653
0,0,128,1024,225.153
0,0,128,1152,248.161
0,0,128,1728,345.953
0,0,128,2048,403.115
0,0,128,2592,496.717
0,0,128,3888,720.706
0,0,128,4096,762.115
0,0,128,5832,1060.04
0,0,128,8192,1468.97
0,0,128,8748,1554.59
0,0,128,13122,2307.6
0,0,128,16384,2864.92
0,0,256,16,35.8933
0,0,256,32,36.8217
0,0,256,64,40.8647
0,0,256,128,69.2053
0,0,256,256,130.603
0,0,256,512,231.02
0,0,256,768,319.35
0,0,256,1024,410.637
0,0,256,1152,452.588
0,0,256,1728,648.546
0,0,256,2048,761.219
0,0,256,2592,946.703
0,0,256,3888,1393.63
0,0,256,4096,1465.97
0,0,256,5832,2057.95
0,0,256,8192,2859.52
0,0,256,8748,3047.34
0,0,256,13122,4548.62
0,0,256,16384,5649.54
16,0,0,0,16.15
16,0,1,16,15.6587
16,0,1,32,15.7867
16,0,1,64,15.68
16,0,1,128,19.456
16,0,1,256,24.5546
16,0,1,512,34.4966
16,0,1,768,44.864
16,0,1,1024,56.4914
16,0,1,1152,61.568
16,0,1,1728,85.2054
16,0,1,2048,101.077
16,0,1,2592,124.203
16,0,1,3888,179.307
16,0,1,4096,191.339
16,0,1,5832,264.64
16,0,1,8192,371.99
16,0,1,8748,394.774
16,0,1,13122,584.448
16,0,1,16384,729.922
16,0,2,16,15.9993
16,0,2,32,15.7653
16,0,2,64,15.68
16,0,2,128,19.4773
16,0,2,256,24.512
16,0,2,512,34.7094
16,0,2,768,45.418
16,0,2,1024,56.426
16,0,2,1152,61.568
16,0,2,1728,85.354
16,0,2,2048,101.014
16,0,2,2592,124.481
16,0,2,3888,178.773
16,0,2,4096,190.378
16,0,2,5832,263.574
16,0,2,8192,370.432
16,0,2,8748,393.472
16,0,2,13122,579.862
16,0,2,16384,727.148
16,0,4,16,15.9573
16,0,4,32,15.5733
16,0,4,64,15.574
16,0,4,128,19.4773
16,0,4,256,24.7466
16,0,4,512,34.6666
16,0,4,768,45.3766
16,0,4,1024,56.6614
16,0,4,1152,62.0586
16,0,4,1728,84.928
16,0,4,2048,100.885
16,0,4,2592,124.075
16,0,4,3888,178.625
16,0,4,4096,190.357
16,0,4,5832,263.488
16,0,4,8192,368.448
16,0,4,8748,391.616
16,0,4,13122,581.312
16,0,4,16384,724.866
16,0,8,16,15.5527
16,0,8,32,15.7867
16,0,8,64,15.83
16,0,8,128,19.6687
16,0,8,256,24.8954
16,0,8,512,36.4154
16,0,8,768,46.5074
16,0,8,1024,58.4754
16,0,8,1152,63.4454
16,0,8,1728,87.4874
16,0,8,2048,103.893
16,0,8,2592,127.511
16,0,8,3888,182.123
16,0,8,4096,194.027
16,0,8,5832,268.16
16,0,8,8192,377.132
16,0,8,8748,398.976
16,0,8,13122,589.698
16,0,8,16384,732.78
16,0,16,16,24.1914
16,0,16,32,24.2334
16,0,16,64,24.3206
16,0,16,128,33.0034
16,0,16,256,44.16
16,0,16,512,65.6426
16,0,16,768,87.872
16,0,16,1024,110.785
16,0,16,1152,122.305
16,0,16,1728,166.955
16,0,16,2048,198.443
16,0,16,2592,244.672
16,0,16,3888,354.774
16,0,16,4096,374.914
16,0,16,5832,526.614
16,0,16,8192,742.316
16,0,16,8748,791.98
16,0,16,13122,1176.17
16,0,16,16384,1471.68
16,0,32,16,32.8314
16,0,32,32,33.28
16,0,32,64,33.6646
16,0,32,128,47.9146
16,0,32,256,64.896
16,0,32,512,98.2826
16,0,32,768,131.201
16,0,32,1024,166.209
16,0,32,1152,182.763
16,0,32,1728,251.116
16,0,32,2048,298.708
16,0,32,2592,367.702
16,0,32,3888,545.494
16,0,32,4096,579.244
16,0,32,5832,826.626
16,0,32,8192,1159.28
16,0,32,8748,1230.55
16,0,32,13122,1820.81
16,0,32,16384,2261.72
16,0,64,16,57.7494
16,0,64,32,58.5814
16,0,64,64,59.328
16,0,64,128,88.96
16,0,64,256,122.687
16,0,64,512,189.12
16,0,64,768,262.25
16,0,64,1024,330.218
16,0,64,1152,362.22
16,0,64,1728,507.884
16,0,64,2048,619.99
16,0,64,2592,776.748
16,0,64,3888,1380.34
16,0,64,4096,1482.27
16,0,64,5832,2124.86
16,0,64,8192,2968.2
16,0,64,8748,3156.64
16,0,64,13122,4726.42
16,0,64,16384,5918.08
16,0,128,16,101.654
16,0,128,32,103.212
16,0,128,64,106.518
16,0,128,128,168.064
16,0,128,256,243.948
16,0,128,512,410.092
16,0,128,768,563.608
16,0,128,1024,710.852
16,0,128,1152,788.782
16,0,128,1728,1196.72
16,0,128,2048,1574.11
16,0,128,2592,2381.76
16,0,128,3888,4118.24
16,0,128,4096,4338.04
16,0,128,5832,6143.16
16,0,128,8192,8615.8
16,0,128,8748,9218.94
16,0,128,13122,15480
16,0,128,16384,20568
16,16,0,0,16.3413
16,16,1,16,16.384
16,16,1,32,16.4693
16,16,1,64,16.2133
16,16,1,128,19.4987
16,16,1,256,24.7894
16,16,1,512,34.6666
16,16,1,1024,56.576
16,16,1,2048,101.674
16,16,1,4096,192.085
16,16,1,8192,373.098
16,16,1,16384,735.722
16,16,2,16,16.1493
16,16,2,32,16.2353
16,16,2,64,16.256
16,16,2,128,19.6693
16,16,2,256,24.8534
16,16,2,512,34.8586
16,16,2,1024,56.5546
16,16,2,2048,101.056
16,16,2,4096,190.807
16,16,2,8192,369.898
16,16,2,16384,727.468
16,16,4,16,15.9573
16,16,4,32,15.744
16,16,4,64,16.384
16,16,4,128,19.648
16,16,4,256,24.662
16,16,4,512,34.8374
16,16,4,1024,56.982
16,16,4,2048,101.312
16,16,4,4096,190.592
16,16,4,8192,368.64
16,16,4,16384,727.512
16,16,8,16,15.914
16,16,8,32,15.9793
16,16,8,64,16.2987
16,16,8,128,19.734
16,16,8,256,25.152
16,16,8,512,35.4986
16,16,8,1024,58.6254
16,16,8,2048,104.191
16,16,8,4096,193.259
16,16,8,8192,376.982
16,16,8,16384,734.04
16,16,16,16,24.7894
16,16,16,32,24.8546
16,16,16,64,25.0454
16,16,16,128,33.5786
16,16,16,256,44.16
16,16,16,512,65.8986
16,16,16,1024,111.275
16,16,16,2048,199.275
16,16,16,4096,374.762
16,16,16,8192,743.574
16,16,16,16384,1472.45
16,16,32,16,33.28
16,16,32,32,33.4714
16,16,32,64,34.4534
16,16,32,128,48.128
16,16,32,256,64.938
16,16,32,512,98.5394
16,16,32,1024,166.742
16,16,32,2048,298.136
16,16,32,4096,580.438
16,16,32,8192,1159.58
16,16,32,16384,2267.5
16,16,64,16,57.8986
16,16,64,32,58.5814
16,16,64,64,59.8614
16,16,64,128,92.5654
16,16,64,256,128.107
16,16,64,512,197.762
16,16,64,1024,342.53
16,16,64,2048,639.19
16,16,64,4096,1501.4
16,16,64,8192,3004.22
16,16,64,16384,5945.38
16,16,128,16,105.878
16,16,128,32,106.901
16,16,128,64,111.338
16,16,128,128,169.452
16,16,128,256,252.396
16,16,128,512,412.248
16,16,128,1024,711.192
16,16,128,2048,1579.72
16,16,128,4096,4344.34
16,16,128,8192,8579.3
16,16,128,16384,19368
16,32,0,0,16.4047
16,32,1,16,16.3627
16,32,1,32,16.5973
16,32,1,64,16.534
16,32,1,128,19.6693
16,32,1,256,24.6614
16,32,1,512,34.7306
16,32,1,1024,56.4486
16,32,1,2048,101.333
16,32,1,4096,190.591
16,32,1,8192,371.926
16,32,1,16384,733.186
16,32,2,16,16.3
16,32,2,32,16.1493
16,32,2,64,16.4707
16,32,2,128,19.6907
16,32,2,256,25.0034
16,32,2,512,34.944
16,32,2,1024,56.5766
16,32,2,2048,100.908
16,32,2,4096,191.829
16,32,2,8192,370.732
16,32,2,16384,728.748
16,32,4,16,15.8513
16,32,4,32,15.9793
16,32,4,64,16
16,32,4,128,19.542
16,32,4,256,24.682
16,32,4,512,34.8586
16,32,4,1024,56.8534
16,32,4,2048,101.014
16,32,4,4096,190.101
16,32,4,8192,368.024
16,32,4,16384,726.336
16,32,8,16,16.022
16,32,8,32,16.128
16,32,8,64,16.362
16,32,8,128,20.01
16,32,8,256,25.4506
16,32,8,512,35.606
16,32,8,1024,58.6886
16,32,8,2048,103.7
16,32,8,4096,193.237
16,32,8,8192,376.044
16,32,8,16384,733.612
16,32,16,16,24.704
16,32,16,32,24.6834
16,32,16,64,25.4294
16,32,16,128,33.3006
16,32,16,256,44.0326
16,32,16,512,65.8994
16,32,16,1024,110.912
16,32,16,2048,199.233
16,32,16,4096,375.744
16,32,16,8192,743.404
16,32,16,16384,1469.85
16,32,32,16,33.3866
16,32,32,32,33.5574
16,32,32,64,34.368
16,32,32,128,48.1266
16,32,32,256,64.7894
16,32,32,512,98.1114
16,32,32,1024,166.358
16,32,32,2048,299.562
16,32,32,4096,581.122
16,32,32,8192,1161.11
16,32,32,16384,2268.98
16,32,64,16,57.8986
16,32,64,32,58.304
16,32,64,64,59.99
16,32,64,128,88.8966
16,32,64,256,122.966
16,32,64,512,189.974
16,32,64,1024,331.116
16,32,64,2048,617.302
16,32,64,4096,1481.07
16,32,64,8192,2960.48
16,32,64,16384,5862.66
16,32,128,16,101.61
16,32,128,32,103.019
16,32,128,64,107.669
16,32,128,128,168.556
16,32,128,256,243.478
16,32,128,512,411.498
16,32,128,1024,710.916
16,32,128,2048,1576.56
16,32,128,4096,4338.42
16,32,128,8192,8578.76
16,32,128,16384,20311.4
16,64,0,0,16.512
16,64,1,16,16.3627
16,64,1,32,16.384
16,64,1,64,16.448
16,64,1,128,19.712
16,64,1,256,24.726
16,64,1,512,34.624
16,64,1,1024,56.554
16,64,1,2048,102.016
16,64,1,4096,190.955
16,64,1,8192,371.072
16,64,1,16384,732.63
16,64,2,16,16.34
16,64,2,32,16.2987
16,64,2,64,16.426
16,64,2,128,19.7547
16,64,2,256,24.81
16,64,2,512,34.8806
16,64,2,1024,56.6406
16,64,2,2048,101.12
16,64,2,4096,190.208
16,64,2,8192,369.622
16,64,2,16384,726.146
16,64,4,16,15.8293
16,64,4,32,15.8507
16,64,4,64,16.2567
16,64,4,128,19.7987
16,64,4,256,24.6614
16,64,4,512,34.922
16,64,4,1024,56.6406
16,64,4,2048,101.291
16,64,4,4096,190.464
16,64,4,8192,368.768
16,64,4,16384,726.616
16,64,8,16,15.936
16,64,8,32,16.0633
16,64,8,64,16.4047
16,64,8,128,19.9253
16,64,8,256,25.302
16,64,8,512,35.9254
16,64,8,1024,58.7094
16,64,8,2048,104.043
16,64,8,4096,193.493
16,64,8,8192,376.32
16,64,8,16384,736.704
16,64,16,16,24.96
16,64,16,32,24.8746
16,64,16,64,25.216
16,64,16,128,33.4286
16,64,16,256,44.16
16,64,16,512,65.5574
16,64,16,1024,111.083
16,64,16,2048,198.955
16,64,16,4096,374.4
16,64,16,8192,742.336
16,64,16,16384,1471.81
16,64,32,16,33.1734
16,64,32,32,33.3654
16,64,32,64,34.368
16,64,32,128,48.0214
16,64,32,256,64.576
16,64,32,512,98.0266
16,64,32,1024,166.401
16,64,32,2048,299.158
16,64,32,4096,582.55
16,64,32,8192,1162.33
16,64,32,16384,2269.32
16,64,64,16,58.0054
16,64,64,32,58.6454
16,64,64,64,60.2666
16,64,64,128,89.2374
16,64,64,256,122.838
16,64,64,512,190.017
16,64,64,1024,331.436
16,64,64,2048,618.284
16,64,64,4096,1477.59
16,64,64,8192,2961.24
16,64,64,16384,5880.66
16,64,128,16,101.867
16,64,128,32,103.019
16,64,128,64,107.414
16,64,128,128,168.107
16,64,128,256,244.268
16,64,128,512,411.138
16,64,128,1024,712.408
16,64,128,2048,1563.1
16,64,128,4096,4346.42
16,64,128,8192,8578.2
16,64,128,16384,19552.6
16,128,0,0,21.0986
16,128,1,16,19.6907
16,128,1,32,19.7333
16,128,1,64,19.776
16,128,1,128,20.8854
16,128,1,256,24.576
16,128,1,512,34.3894
16,128,1,1024,56.426
16,128,1,2048,101.291
16,128,1,4096,191.767
16,128,1,8192,371.456
16,128,1,16384,733.14
16,128,2,16,19.776
16,128,2,32,19.5407
16,128,2,64,19.7973
16,128,2,128,20.8854
16,128,2,256,24.6826
16,128,2,512,34.5174
16,128,2,1024,56.576
16,128,2,2048,100.864
16,128,2,4096,190.336
16,128,2,8192,369.196
16,128,2,16384,727.832
16,128,4,16,19.4773
16,128,4,32,19.5413
16,128,4,64,19.6273
16,128,4,128,20.5434
16,128,4,256,24.598
16,128,4,512,34.8586
16,128,4,1024,56.4686
16,128,4,2048,101.376
16,128,4,4096,190.016
16,128,4,8192,369.474
16,128,4,16384,726.464
16,128,8,16,19.4347
16,128,8,32,19.84
16,128,8,64,19.7127
16,128,8,128,20.8
16,128,8,256,25.0666
16,128,8,512,35.5626
16,128,8,1024,58.496
16,128,8,2048,104.064
16,128,8,4096,193.985
16,128,8,8192,375.85
16,128,8,16384,735.426
16,128,16,16,29.6746
16,128,16,32,29.8014
16,128,16,64,30.6346
16,128,16,128,35.0946
16,128,16,256,44.352
16,128,16,512,65.856
16,128,16,1024,110.997
16,128,16,2048,199.723
16,128,16,4096,375.616
16,128,16,8192,742.04
16,128,16,16384,1473.82
16,128,32,16,38.3786
16,128,32,32,38.4426
16,128,32,64,39.2334
16,128,32,128,49.0034
16,128,32,256,64.576
16,128,32,512,98.3686
16,128,32,1024,166.762
16,128,32,2048,299.626
16,128,32,4096,580.952
16,128,32,8192,1162.46
16,128,32,16384,2269.1
16,128,64,16,62.528
16,128,64,32,62.7414
16,128,64,64,64.236
16,128,64,128,90.624
16,128,64,256,122.795
16,128,64,512,190.444
16,128,64,1024,330.498
16,128,64,2048,618.69
16,128,64,4096,1477.06
16,128,64,8192,2970.34
16,128,64,16384,5919.14
16,128,128,16,105.387
16,128,128,32,106.219
16,128,128,64,109.142
16,128,128,128,169.942
16,128,128,256,246.08
16,128,128,512,413.016
16,128,128,1024,712.044
16,128,128,2048,1568.79
16,128,128,4096,4342.2
16,128,128,8192,8591.32
16,128,128,16384,20533
16,256,0,0,25.7486
16,256,1,16,24.8106
16,256,1,32,24.8974
16,256,1,64,24.8106
16,256,1,128,24.7894
16,256,1,256,25.4294
16,256,1,512,34.4534
16,256,1,1024,56.574
16,256,1,2048,101.079
16,256,1,4096,191.103
16,256,1,8192,371.072
16,256,1,16384,733.546
16,256,2,16,24.9174
16,256,2,32,24.8106
16,256,2,64,24.9186
16,256,2,128,24.7466
16,256,2,256,25.408
16,256,2,512,34.7534
16,256,2,1024,56.384
16,256,2,2048,101.269
16,256,2,4096,190.144
16,256,2,8192,369.642
16,256,2,16384,726.528
16,256,4,16,24.982
16,256,4,32,24.768
16,256,4,64,25.0034
16,256,4,128,24.64
16,256,4,256,25.088
16,256,4,512,34.668
16,256,4,1024,56.8754
16,256,4,2048,101.183
16,256,4,4096,190.976
16,256,4,8192,368.106
16,256,4,16384,726.38
16,256,8,16,25.0026
16,256,8,32,25.0026
16,256,8,64,24.96
16,256,8,128,25.024
16,256,8,256,25.302
16,256,8,512,35.9674
16,256,8,1024,58.624
16,256,8,2048,104
16,256,8,4096,193.941
16,256,8,8192,374.764
16,256,8,16384,734.956
16,256,16,16,34.7094
16,256,16,32,34.816
16,256,16,64,35.0506
16,256,16,128,40.278
16,256,16,256,45.3114
16,256,16,512,65.8346
16,256,16,1024,111.383
16,256,16,2048,199.68
16,256,16,4096,376.662
16,256,16,8192,742.338
16,256,16,16384,1469.74
16,256,32,16,43.7974
16,256,32,32,43.8626
16,256,32,64,44.352
16,256,32,128,54.1866
16,256,32,256,65.5794
16,256,32,512,98.56
16,256,32,1024,166.678
16,256,32,2048,299.672
16,256,32,4096,580.162
16,256,32,8192,1161.18
16,256,32,16384,2271.56
16,256,64,16,67.3494
16,256,64,32,68.6934
16,256,64,64,69.3554
16,256,64,128,94.1434
16,256,64,256,124.31
16,256,64,512,189.89
16,256,64,1024,330.732
16,256,64,2048,617.134
16,256,64,4096,1477.7
16,256,64,8192,2969.54
16,256,64,16384,5907.3
16,256,128,16,109.953
16,256,128,32,110.848
16,256,128,64,113.941
16,256,128,128,171.627
16,256,128,256,247.51
16,256,128,512,414.828
16,256,128,1024,712.556
16,256,128,2048,1550.92
16,256,128,4096,4336.64
16,256,128,8192,8587.74
16,256,128,16384,21009.2
16,512,0,0,35.586
16,512,1,16,35.1574
16,512,1,32,35.116
16,512,1,64,35.1154
16,512,1,128,34.73
16,512,1,256,34.7094
16,512,1,512,35.0934
16,512,1,768,44.5654
16,512,1,1024,56.34
16,512,1,1152,61.226
16,512,1,1728,84.0546
16,512,1,2048,100.907
16,512,1,2592,123.5
16,512,1,3888,178.709
16,512,1,4096,190.186
16,512,1,5832,263.594
16,512,1,8192,371.884
16,512,1,8748,393.92
16,512,1,13122,581.056
16,512,1,16384,728.834
16,512,2,16,34.9006
16,512,2,32,35.0714
16,512,2,64,34.9654
16,512,2,128,34.752
16,512,2,256,34.7954
16,512,2,512,35.1574
16,512,2,768,44.714
16,512,2,1024,56.5766
16,512,2,1152,61.824
16,512,2,1728,84.6286
16,512,2,2048,101.226
16,512,2,2592,123.435
16,512,2,3888,178.327
16,512,2,4096,190.614
16,512,2,5832,262.208
16,512,2,8192,370.006
16,512,2,8748,390.7
16,512,2,13122,580.396
16,512,2,16384,725.718
16,512,4,16,34.9014
16,512,4,32,34.9226
16,512,4,64,34.8586
16,512,4,128,34.6874
16,512,4,256,34.6674
16,512,4,512,35.0514
16,512,4,768,44.992
16,512,4,1024,56.4474
16,512,4,1152,61.6534
16,512,4,1728,85.1414
16,512,4,2048,101.249
16,512,4,2592,124.161
16,512,4,3888,178.155
16,512,4,4096,190.186
16,512,4,5832,261.868
16,512,4,8192,368.32
16,512,4,8748,391.53
16,512,4,13122,581.228
16,512,4,16384,727.126
16,512,8,16,34.8594
16,512,8,32,35.2214
16,512,8,64,35.1354
16,512,8,128,35.158
16,512,8,256,35.286
16,512,8,512,35.862
16,512,8,768,46.8694
16,512,8,1024,58.388
16,512,8,1152,63.8734
16,512,8,1728,87.7866
16,512,8,2048,104.022
16,512,8,2592,127.574
16,512,8,3888,183.446
16,512,8,4096,193.728
16,512,8,5832,269.356
16,512,8,8192,375.574
16,512,8,8748,399.83
16,512,8,13122,588.184
16,512,8,16384,735.788
16,512,16,16,45.0774
16,512,16,32,45.1194
16,512,16,64,45.5474
16,512,16,128,50.624
16,512,16,256,55.274
16,512,16,512,67.0714
16,512,16,768,87.6374
16,512,16,1024,111.254
16,512,16,1152,121.942
16,512,16,1728,167.915
16,512,16,2048,199.553
16,512,16,2592,244.118
16,512,16,3888,355.01
16,512,16,4096,376
16,512,16,5832,522.39
16,512,16,8192,740.118
16,512,16,8748,791.702
16,512,16,13122,1175.75
16,512,16,16384,1468.19
16,512,32,16,53.952
16,512,32,32,53.6754
16,512,32,64,55.1046
16,512,32,128,64.364
16,512,32,256,75.5634
16,512,32,512,98.9666
16,512,32,768,132.011
16,512,32,1024,166.72
16,512,32,1152,182.997
16,512,32,1728,251.244
16,512,32,2048,299.904
16,512,32,2592,368.256
16,512,32,3888,545.09
16,512,32,4096,581.74
16,512,32,5832,830.04
16,512,32,8192,1160.15
16,512,32,8748,1230.38
16,512,32,13122,1817.48
16,512,32,16384,2261.82
16,512,64,16,78.378
16,512,64,32,79.0186
16,512,64,64,80.448
16,512,64,128,104.704
16,512,64,256,132.715
16,512,64,512,191.169
16,512,64,768,263.426
16,512,64,1024,330.198
16,512,64,1152,361.282
16,512,64,1728,507.628
16,512,64,2048,616.876
16,512,64,2592,778.946
16,512,64,3888,1381.21
16,512,64,4096,1479.62
16,512,64,5832,2127.42
16,512,64,8192,2963.62
16,512,64,8748,3159.52
16,512,64,13122,4716.92
16,512,64,16384,5897.34
16,512,128,16,120.705
16,512,128,32,121.601
16,512,128,64,124.886
16,512,128,128,178.305
16,512,128,256,246.806
16,512,128,512,416.618
16,512,128,768,565.42
16,512,128,1024,714.008
16,512,128,1152,789.42
16,512,128,1728,1189.59
16,512,128,2048,1562.69
16,512,128,2592,2412.28
16,512,128,3888,4122.44
16,512,128,4096,4344.62
16,512,128,5832,6140.86
16,512,128,8192,8598.18
16,512,128,8748,9226.26
16,512,128,13122,14556.6
16,512,128,16384,20918.6
16,768,0,0,45.7174
16,768,1,512,45.2894
16,768,1,768,45.5466
16,768,1,1152,61.0774
16,768,1,1728,84.7146
16,768,1,2592,123.477
16,768,1,3888,178.497
16,768,1,5832,262.954
16,768,1,8748,393.302
16,768,1,13122,581.934
16,768,1,16384,729.046
16,768,2,512,44.9066
16,768,2,768,45.2906
16,768,2,1152,61.3546
16,768,2,1728,84.5654
16,768,2,2592,123.435
16,768,2,3888,178.902
16,768,2,5832,263.318
16,768,2,8748,389.974
16,768,2,13122,580.204
16,768,2,16384,725.248
16,768,4,512,44.8434
16,768,4,768,45.4186
16,768,4,1152,61.376
16,768,4,1728,85.0786
16,768,4,2592,123.541
16,768,4,3888,178.369
16,768,4,5832,262.294
16,768,4,8748,390.506
16,768,4,13122,580.138
16,768,4,16384,724.224
16,768,8,512,46.08
16,768,8,768,46.8266
16,768,8,1152,63.5106
16,768,8,1728,87.6166
16,768,8,2592,127.361
16,768,8,3888,181.909
16,768,8,5832,267.882
16,768,8,8748,397.802
16,768,8,13122,586.902
16,768,8,16384,732.184
16,768,16,512,75.9474
16,768,16,768,88.1286
16,768,16,1152,121.217
16,768,16,1728,166.592
16,768,16,2592,243.308
16,768,16,3888,354.2
16,768,16,5832,524.162
16,768,16,8748,788.674
16,768,16,13122,1174.66
16,768,16,16384,1466.29
16,768,32,512,108.566
16,768,32,768,132.01
16,768,32,1152,182.807
16,768,32,1728,250.262
16,768,32,2592,367.166
16,768,32,3888,544.45
16,768,32,5832,826.072
16,768,32,8748,1229.19
16,768,32,13122,1819.18
16,768,32,16384,2267.08
16,768,64,512,197.953
16,768,64,768,263.404
16,768,64,1152,360.426
16,768,64,1728,507.756
16,768,64,2592,777.304
16,768,64,3888,1384.15
16,768,64,5832,2122.62
16,768,64,8748,3154.04
16,768,64,13122,4716.26
16,768,64,16384,5914.96
16,768,128,512,419.906
16,768,128,768,568.194
16,768,128,1152,791.362
16,768,128,1728,1193.9
16,768,128,2592,2415.04
16,768,128,3888,4129.26
16,768,128,5832,6141.08
16,768,128,8748,9212.88
16,768,128,13122,14856.4
16,768,128,16384,20444.6
16,1024,0,0,58.1314
16,1024,1,16,56.9386
16,1024,1,32,56.96
16,1024,1,64,56.768
16,1024,1,128,56.938
16,1024,1,256,56.9814
16,1024,1,512,56.704
16,1024,1,1024,57.494
16,1024,1,2048,101.184
16,1024,1,4096,191.253
16,1024,1,8192,372.248
16,1024,1,16384,730.902
16,1024,2,16,56.832
16,1024,2,32,56.8326
16,1024,2,64,56.8106
16,1024,2,128,56.64
16,1024,2,256,56.982
16,1024,2,512,56.6186
16,1024,2,1024,57.6226
16,1024,2,2048,100.907
16,1024,2,4096,190.7
16,1024,2,8192,370.284
16,1024,2,16384,727.022
16,1024,4,16,56.47
16,1024,4,32,56.4266
16,1024,4,64,56.768
16,1024,4,128,56.448
16,1024,4,256,56.6614
16,1024,4,512,56.8746
16,1024,4,1024,57.2586
16,1024,4,2048,101.013
16,1024,4,4096,190.742
16,1024,4,8192,368.874
16,1024,4,16384,726.676
16,1024,8,16,56.6606
16,1024,8,32,56.6606
16,1024,8,64,56.8534
16,1024,8,128,56.8754
16,1024,8,256,57.0446
16,1024,8,512,58.156
16,1024,8,1024,58.9014
16,1024,8,2048,104.085
16,1024,8,4096,194.177
16,1024,8,8192,375.808
16,1024,8,16384,734.296
16,1024,16,16,65.792
16,1024,16,32,66.112
16,1024,16,64,66.2406
16,1024,16,128,71.36
16,1024,16,256,76.9714
16,1024,16,512,87.574
16,1024,16,1024,112.299
16,1024,16,2048,199.809
16,1024,16,4096,374.89
16,1024,16,8192,739.886
16,1024,16,16384,1470.62
16,1024,32,16,74.474
16,1024,32,32,74.8794
16,1024,32,64,75.4774
16,1024,32,128,85.5474
16,1024,32,256,96.7254
16,1024,32,512,119.786
16,1024,32,1024,167.446
16,1024,32,2048,299.456
16,1024,32,4096,581.804
16,1024,32,8192,1162.73
