prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,0,2,64,15.488
16,0,2,128,19.414
16,0,2,256,24.7466
16,0,2,512,34.774
16,0,2,768,45.504
16,0,2,1024,56.4066
16,0,2,1152,61.3546
16,0,2,1728,84.5226
16,0,2,2048,100.843
16,0,2,2592,123.393
16,0,2,3888,177.791
16,0,2,4096,190.016
16,0,2,5832,262.998
16,0,2,8192,371.628
16,0,2,8748,391.468
16,0,2,13122,578.71
16,0,2,16384,724.46
16,0,4,16,15.6587
16,0,4,32,15.638
16,0,4,64,15.7867
16,0,4,128,19.776
16,0,4,256,25.068
16,0,4,512,35.4126
16,0,4,768,46.0374
16,0,4,1024,58.3034
16,0,4,1152,63.1234
16,0,4,1728,86.8914
16,0,4,2048,103.51
16,0,4,2592,126.891
16,0,4,3888,181.569
16,0,4,4096,194.709
16,0,4,5832,267.606
16,0,4,8192,377.942
16,0,4,8748,396.864
16,0,4,13122,589.332
16,0,4,16384,734.06
16,0,8,16,24.8114
16,0,8,32,24.448
16,0,8,64,24.8314
16,0,8,128,33.3654
16,0,8,256,44.3306
16,0,8,512,65.4506
16,0,8,768,87.4034
16,0,8,1024,110.507
16,0,8,1152,121.407
16,0,8,1728,166.657
16,0,8,2048,199.701
16,0,8,2592,243.072
16,0,8,3888,355.136
16,0,8,4096,378.112
16,0,8,5832,521.218
16,0,8,8192,745.218
16,0,8,8748,785.578
16,0,8,13122,1178.52
16,0,8,16384,1467.14
16,0,16,16,32.81
16,0,16,32,33.1526
16,0,16,64,33.5346
16,0,16,128,48.2566
16,0,16,256,64.5114
16,0,16,512,97.4286
16,0,16,768,130.495
16,0,16,1024,164.821
16,0,16,1152,180.566
16,0,16,1728,249.024
16,0,16,2048,297.536
16,0,16,2592,362.86
16,0,16,3888,528.236
16,0,16,4096,561.366
16,0,16,5832,784.726
16,0,16,8192,1124.69
16,0,16,8748,1181.85
16,0,16,13122,1764.95
16,0,16,16384,2200.9
16,0,32,16,57.7706
16,0,32,32,57.984
16,0,32,64,58.9866
16,0,32,128,88.4486
16,0,32,256,122.71
16,0,32,512,189.739
16,0,32,768,261.548
16,0,32,1024,331.328
16,0,32,1152,364.288
16,0,32,1728,489.772
16,0,32,2048,589.548
16,0,32,2592,725.996
16,0,32,3888,1070.23
16,0,32,4096,1150.17
16,0,32,5832,1669.66
